Message_id,Person Who Felt the Emotion,Gender,Cause
s2984_bolly,Neeta,Female,Disobeying parent's expectations
s2985_bolly,boy,Male,eloping with a girl
s2986_bolly,Neeta,Female,Disobeying parent's expectations
s2987_bolly,boy,Male,eloping with a girl
s2988_bolly,friend,male,threatening to kill
s2989_bolly,speaker,male,threatening to kill a friend
s2990_bolly,speaker,male,fixing marriage in a wrong family
s2991_bolly,speaker,male,wrong decision about marriage
s2992_bolly,speaker,male,wrong decision making
s2993_bolly,speaker,male,wrong decision making
s2994_bolly,son,male,falling in love and considering love marriage
s2995_bolly,wife,female,change in behavior after marriage
s2996_bolly,son,male,falling in love and considering love marriage
s2997_bolly,wife,female,change in behavior after marriage
s2998_bolly,Baggar Singh,Male,cowardice and causing harm to a child
s2999_bolly,accuser,likely female,false accusation
s3000_bolly,Baggar Singh,Male,cowardice and causing harm to a child
s3001_bolly,accuser's sister,Female,false accusation and promiscuity
s3002_bolly,Kabir,Female,inappropriate behavior
s3003_bolly,person eating samosa,,taking others' belongings without permission
s3004_bolly,character being addressed,,eating other people's food
s3005_bolly,Sapna's father,Male,Discussing past in front of daughter
s3006_bolly,Raja,Male,Harassing a woman
s3007_bolly,police force,,incompetence
s3008_bolly,bhabhi,sister-in-law),Female false accusation of attempted murder
s3009_bolly,Tina,Female,Attempted suicide for love
s3010_bolly,Tina,Female,Attempted suicide for love
s3011_bolly,young man,Male,being ridiculed
s3012_bolly,speaker,likely male,speaking out against lawlessness
s3013_bolly,daughter,female,being asked to do inappropriate work
s3014_bolly,taxi driver,Male,unemployment despite being educated
s3015_bolly,character,male,stealing
s3016_bolly,wealthy individual,,spoiling someone with wealth and influence
s3017_bolly,unknown,unknown,inappropriate behavior
s3018_bolly,Raju,Male,inability to repay debt
s3019_bolly,Rajaram's wife,Female,Inappropriate public behavior
s3020_bolly,newly wedded wife,Female,sexual advances in public
s3021_bolly,friend,male,offering money to a friend
s3022_bolly,character,likely male,feeding someone else's pet
s3023_bolly,people in queue,,not following queue discipline
s3024_bolly,man,male,inappropriate behavior towards a woman
s3025_bolly,Bhausaab,Male,breaking the social hierarchy
s3026_bolly,man,male,financial irresponsibility
s3027_bolly,man,male,lack of respect
s3028_bolly,Murli,Male,being in love with Meena
s3029_bolly,citizens,,ignorance of law
s3030_bolly,husband,Male,neglecting family's basic needs
s3031_bolly,speaker,male,begging for food
s3032_bolly,unknown,unknown,unknown
s3033_bolly,boy,male,not reciprocating a girl's interest
s3034_bolly,Lata's parent,,forcing their daughter into an unwanted marriage
s3035_bolly,Kullu's fiance,Female,choosing her own life partner
s3036_bolly,Sharmilee,Female,Not being shy
s3037_bolly,father,male,disability deafness)
s3038_bolly,speaker,,crossing moral boundaries
s3039_bolly,brother-in-law,Male,fraudulent activities
s3040_bolly,character being reminded of debt,likely male,not being able to repay debt
s3041_bolly,Madam,Female,Disrespecting national property
s3042_bolly,madam,Female,negligence in duty
s3043_bolly,Inspector,Likely Male,Negligence in duty
s3044_bolly,man,male,inappropriate behavior
s3045_bolly,son's parents,,lying for son's marriage
s3046_bolly,son's family,,lying for son's marriage
s3047_bolly,Raj,Male,Disrespecting his elder brother's position and reputation
s3048_bolly,character being addressed,likely male,supporting wrong people
s3049_bolly,two individuals,Male,not utilizing scholarship money properly
s3050_bolly,three guys,Male,playing a harmful joke
s3051_bolly,opponent,,lack of courage and intelligence
s3052_bolly,King Don,Male,repeated failures
s3053_bolly,character looking for boys,,not being able to find suitable boys for marriage
s3054_bolly,elderly man,male,proposing marriage at an old age
s3055_bolly,couple,,public display of affection
s3056_bolly,couple,,public display of affection before marriage
s3057_bolly,opponent,likely male,lack of courage and poor counting skills
s3058_bolly,speaker,male,being defeated
s3059_bolly,speaker,likely male,not being able to find girls for his friends
s3060_bolly,boy,male,marrying at a young age
s3061_bolly,Unnamed character,,not knowing the other person's name
s3062_bolly,character being touched,likely female,inappropriate public behavior
s3063_bolly,unmarried woman,Female,singing in public and physical contact with men
s3064_bolly,Radha,Female,Being in a place she shouldn't be and potentially influencing children negatively
s3065_bolly,Bihari,Male,influencing a naive girl
s3066_bolly,Speaker,Male,Accused of damaging family reputation
s3067_bolly,woman,female,being associated with a man of lower status
s3068_bolly,Thakur and his family,Male,exploiting a girl for personal pleasure
s3069_bolly,nephew,male,lack of intellect
s3070_bolly,victim,,being killed without a physical weapon
s3071_bolly,character 1,likely male,inappropriate advances
s3072_bolly,speaker,likely male,inappropriate advances and comments
s3073_bolly,son,male,drinking alcohol with father
s3074_bolly,speaker's son,Male,feeling ashamed of his parents
s3075_bolly,Khosla's son,Male,disrespecting parents
s3076_bolly,man,male,inability to provide large sum of money
s3077_bolly,Veeru,Male,lying and insolence
s3078_bolly,Veeru,Male,breaking a promise
s3079_bolly,son,male,spoiling family reputation
s3080_bolly,two individuals,,forcing stale food
s3081_bolly,brother,Male,cowardice
s3082_bolly,villagers,,not standing up against injustice
s3083_bolly,woman from Chandanpur,Female,being a harlot and nudity
s3084_bolly,daughter-in-law,Female,not behaving as a decent daughter-in-law
s3085_bolly,daughter-in-law,Female,not behaving as a decent daughter-in-law
s3086_bolly,girl,female,tormenting a virtuous girl
s3087_bolly,man,male,behaving childishly
s3088_bolly,Chander,Male,not visiting his bride-to-be
s3089_bolly,Chander,Male,not following traditional marriage proposal norms
s3090_bolly,Unnamed Character,,forcing ideas on children
s3091_bolly,son,male,not taking responsibility
s3092_bolly,son,male,not taking responsibility
s3093_bolly,son,male,using tricks or deceit
s3094_bolly,son,male,using tricks and not taking responsibility
s3095_bolly,man,male,physical abuse and false accusation
s3096_bolly,Pathan,Male,breaking his own word
s3097_bolly,kidnapper,Male,kidnapping and threatening a child
s3098_bolly,father,Male,forgetting important information
s3099_bolly,character 1,likely male,lying and deceit
s3100_bolly,character being addressed,,betrayal
s3101_bolly,speaker,male,committing a crime
s3102_bolly,daughter,female,father's deeds
s3103_bolly,flower seller,Female,selling flowers
s3104_bolly,man,Male,prioritizing animals over personal growth
s3105_bolly,friend,Male,showing off wealth
s3106_bolly,male character,Male,lack of courage to propose
s3107_bolly,Bihari,Male,Rejection by his son
s3108_bolly,woman,female,answering back to her husband
s3109_bolly,daughter,female,expressing her love and choice of marriage
s3110_bolly,son,male,not taking proper care of his mother
s3111_bolly,Govardhan's son,Male,illegitimate birth
s3112_bolly,son,male,associating with a dramatist
s3113_bolly,son,male,attempting to harm/kill his father
s3114_bolly,Vinod,Male,deserting a girl in need
s3115_bolly,character 1,likely female,not adhering to traditional gender roles
s3116_bolly,Amar,Male,buying condoms
s3117_bolly,female character,Female,not adhering to traditional gender roles
s3118_bolly,Amar,Male,buying condoms
s3119_bolly,son,male,being a househusband and perceived impotency
s3120_bolly,husband,Male,not providing for the family
s3121_bolly,Kahil,Male,Non-traditional job
s3122_bolly,Mr. Singha,Male,daughter working
s3123_bolly,man,male,disrespecting religious norms
s3124_bolly,Mr. Gajra,Male,Being questioned about the authenticity of his relationship
s3125_bolly,people being addressed,,petty talk
s3126_bolly,accuser,,false accusation
s3127_bolly,accuser,,false accusation
s3128_bolly,Munna's parents,,poverty
s3129_bolly,Munna's parents,,poverty
s3130_bolly,Uncle,Male,Inappropriate behavior towards a young girl
s3131_bolly,character,male,multiple marriages
s3132_bolly,man,male,polygamy
s3133_bolly,Uncle,Male,Inappropriate behavior towards a young girl
s3134_bolly,character,male,multiple marriages
s3135_bolly,man,male,polygamy
s3136_bolly,Tony,Male,Public drunkenness and causing inconvenience
s3137_bolly,Dr Gosai,Male,falsely accused of a crime
s3138_bolly,security forces,,failure to maintain national security
s3139_bolly,Roma's father,Male,being a quisling
s3140_bolly,girl,female,being disrespectful and defiant
s3141_bolly,speaker,likely male,fear of death
s3142_bolly,Chief Minister Manohar Acharya,Male,corruption and possession of black money
s3143_bolly,Chief Minister Manohar Acharya,Male,corruption and possession of black money
s3144_bolly,System,,corruption
s3145_bolly,System,,corruption
s3146_bolly,politician,male,corruption
s3147_bolly,man,male,wanting to marry friend's daughter
s3148_bolly,Indian girls,Female,Not adapting to American culture
s3149_bolly,Indian girls and boys,Female and Male,Bad manners and misbehavior
s3150_bolly,Dinshaw,Male,misuse of property and theft
s3151_bolly,speaker's love interest,likely female,inappropriate romantic behavior
s3152_bolly,Indian girls,Female,Not adapting to American culture
s3153_bolly,Indian girls and boys,Female and Male,bad manners and misbehavior
s3154_bolly,character being addressed,Male,misuse of property and theft
s3155_bolly,speaker's love interest,likely female,inappropriate romantic behavior
s3156_bolly,soldiers from Kalingapuri,,retreating from a war
s3157_bolly,dirty leaders,,compromising principles for personal gain
s3158_bolly,son,male,father's association with terrorists and corruption
s3159_bolly,tall man,Male,associating with shorter people
s3160_bolly,man,male,fooling people for a lift
s3161_bolly,character,male,causing financial loss to himself
s3162_bolly,woman,female,having an illicit relationship
s3163_bolly,Prabha,Female,Reading a magazine implied inappropriate content)
s3164_bolly,Rasili,Female,Being forced to express her feelings
s3165_bolly,Rasili,Female,not expressing her love openly
s3166_bolly,character's father,Male,involvement in unjust activities
s3167_bolly,Shankar's father,Male,Inflicting atrocities on an innocent girl
s3168_bolly,Birjwa's killer,,murder
s3169_bolly,son,male,dishonoring family
s3170_bolly,Deshmukh,Male,not fulfilling promises
s3171_bolly,widow,female,being a widow
s3172_bolly,man,Male,mocking a woman's helplessness
s3173_bolly,man,male,disrespecting a woman
s3174_bolly,person being addressed,,causing trouble or scandal
s3175_bolly,Megha,Female,being a rape victim
s3176_bolly,Humans,,religious violence
s3177_bolly,character taking bribe,Male,taking bribe
s3178_bolly,character buying tri-color,,using bribe money to buy national symbol
s3179_bolly,Shanti,Female,Betrayal in love
s3180_bolly,character being spoken to,Male,lack of self-defense and assertiveness
s3181_bolly,daughter,female,saving the man responsible for mother's death
s3182_bolly,Seema,Female,associating with someone who brought shame to her brother
s3183_bolly,teacher,female,false allegations
s3184_bolly,gentleman,Male,being manipulated
s3185_bolly,brother,male,inappropriate behavior towards sister
s3186_bolly,girl,female,loving the enemy's son
s3187_bolly,Madhu,Female,Lying
s3188_bolly,college,,pressurizing students leading to suicide
s3189_bolly,daughter,female,drinking alcohol
s3190_bolly,daughter,female,drinking alcohol
s3191_bolly,speaker,likely female,being a tomboy
s3192_bolly,Raj,Male,Having more children instead of marrying off his daughters
s3193_bolly,Almeida,Male,Displaying British flag in India
s3194_bolly,Almeida,Male,Displaying allegiance to a foreign country
s3195_bolly,son,male,not taking responsibility of family business
s3196_bolly,Praveen,Male,selling inappropriate DVDs
s3197_bolly,Koki,Female,inappropriate behavior
s3198_bolly,character asking for chocolate,,bribery
s3199_bolly,men,male,being shameless
s3200_bolly,boy,male,inappropriate physical contact
s3201_bolly,nephew,Male,lack of intelligence
s3202_bolly,boyfriend,Male,not prioritizing the speaker's call
s3203_bolly,Unnamed person,,illicit deeds and lack of moral values
s3204_bolly,character 1,likely male,accusing someone without understanding their reasons
s3205_bolly,character,likely male,theft
s3206_bolly,unidentified person,,unknown reason
s3207_bolly,unidentified character,,unknown reason
s3208_bolly,person hiding,,causing danger to others
s3209_bolly,father,male,fear of confronting son
s3210_bolly,speaker,likely male,inappropriate behavior in public
s3211_bolly,speaker's partner,likely female,lack of affection or intimacy
s3212_bolly,girl,female,growing up and maturing
s3213_bolly,unidentified character,,betrayal/ungratefulness
s3214_bolly,Burfi,Male,Disrespectful behavior
s3215_bolly,character being addressed,likely male,betrayal
s3216_bolly,Unnamed character,Male,Being disrespectful or inappropriate
s3217_bolly,Priya,Female,Falling in love with Rahul
s3218_bolly,Uncle,Male,past mistakes
s3219_bolly,woman,female,unwed pregnancy
s3220_bolly,Priya's partner,Male,not being able to make Priya happy in the past
s3221_bolly,Kiran's suitor,Male,disrespect and inappropriate behavior
s3222_bolly,Rekha,Female,Deception and manipulation
s3223_bolly,two individuals,,making inappropriate content
s3224_bolly,Rocky,Male,Being shameless and cheap
s3225_bolly,Kanhaiya's father,Male,hiding the truth about his son's parentage
s3226_bolly,Unnamed Male Character,Male,inappropriate sexual innuendo
s3227_bolly,character being stared at,Not clear,inappropriate staring
s3228_bolly,Anu and her friend,Female,opposing a marriage
s3229_bolly,character drinking water,likely male,drinking water before others
s3230_bolly,rich people,,not helping the poor
s3231_bolly,new person,likely male,rudeness and shamelessness
s3232_bolly,security staff,Male,incompetence at work
s3233_bolly,Sushil,Male,association with Leena
s3234_bolly,society,,social tyranny and inhumanity
s3235_bolly,society,,social tyranny and hypocrisy
s3236_bolly,character being addressed,likely male,not living up to the stories about his girlfriend
s3237_bolly,men,male,wasting money on a woman
s3238_bolly,man,male,disrespecting women
s3239_bolly,man,male,disrespecting women
s3240_bolly,character,,behaving inappropriately in a foreign land
s3241_bolly,speaker's sister,Female,speaker's actions or behavior
s3242_bolly,grandfather's family,,hosting a shameful event
s3243_bolly,son,male,financial dependence on parents
s3244_bolly,girl,female,engaging in inappropriate behavior
s3245_bolly,girl,female,inappropriate behavior in public
s3246_bolly,Rupa D'Souza,Female,Unknown reason
s3247_bolly,Rupa D'Souza,Female,Posing nude
s3248_bolly,Rupa D'Souza,Female,Posing nude
s3249_bolly,lawyer friend,Male,attempted theft
s3250_bolly,Mr. Banerjee,Male,Attempting suicide
s3251_bolly,character being addressed,likely male,laziness or lack of work
s3252_bolly,man,male,inappropriate behavior
s3253_bolly,man,male,inappropriate sexual advances
s3254_bolly,teaser,male,teasing girls
s3255_bolly,Fashion TV,,selling cheap garments
s3256_bolly,subordinates,male,incompetence in finding a specific girl
s3257_bolly,Radhika,Female,Sexual harassment
s3258_bolly,Chander,Male,Accusation of taking undue advantage
s3259_bolly,Johnny,Male,inability to raise required amount
s3260_bolly,speaker,,turning down an offer
s3261_bolly,Indian men,Male,Not taking initiative to save themselves
s3262_bolly,Bhuvan,Male,not standing up for the village
s3263_bolly,Bhuvan,Male,standing up for an untouchable
s3264_bolly,Willis,Male,underperformance in a game
s3265_bolly,Indian men,Male,Not taking initiative to save themselves
s3266_bolly,Bhuvan,Male,not standing up for the village
s3267_bolly,Bhuvan,Male,standing up for a lower caste individual
s3268_bolly,Willis,Male,underperformance in a game
s3269_bolly,man,male,not maintaining cleanliness
s3270_bolly,corrupt individual,likely male,corruption
s3271_bolly,man,male,not maintaining cleanliness
s3272_bolly,corrupt person,,corruption
s3273_bolly,unidentified person,,not maintaining cleanliness
s3274_bolly,corrupt individual,likely male,corruption
s3275_bolly,character being spoken to,likely male,engaging in illegal activities
s3276_bolly,illiterate and uncouth guy,Male,lack of education and sophistication
s3277_bolly,man,male,irresponsible and dependent behavior
s3278_bolly,Unnamed character,,overstaying their welcome
s3279_bolly,man,male,physical violence
s3280_bolly,Laila's father,Male,Daughter's love affair
s3281_bolly,man,male,flirting and not focusing on work
s3282_bolly,girl,female,expressing love openly
s3283_bolly,king,male,unable to win his wife's love
s3284_bolly,speaker,female,not willing to change for the relationship
s3285_bolly,girl,female,inappropriate talk about marriage
s3286_bolly,woman,female,eloping with a man
s3287_bolly,female,female,inappropriate public behavior
s3288_bolly,woman,female,not being bold and assertive
s3289_bolly,Purushottam,Male,Betrayal or abandonment
s3290_bolly,Janki and Purushottam,Female and Male,Abandonment by Manish
s3291_bolly,Purushottam,Male,Abandonment by a family member
s3292_bolly,elderly man,Male,marrying a much younger woman
s3293_bolly,elderly man,Male,marrying a much younger woman
s3294_bolly,girl,female,inter-caste relationship
s3295_bolly,woman,female,lying in front of men
s3296_bolly,woman,Female,lying in front of men
s3297_bolly,nation,,hypocrisy and inaction in face of atrocities
s3298_bolly,nation's menfolk,Male,not standing up against atrocities
s3299_bolly,menfolk,Male,not standing up against atrocities
s3300_bolly,society,,mistreatment of women
s3301_bolly,rapist,Male,rape and murder
s3302_bolly,Bindiya's partner,Male,poverty
s3303_bolly,speaker,,not being self-sufficient
s3304_bolly,Sher Singh,Male,Humiliation due to incomplete task
s3305_bolly,Bhola,Male,Being slapped by a Punjabi man
s3306_bolly,moon,,less beautiful than the girl
s3307_bolly,moon,,not as beautiful as the woman
s3308_bolly,renowned officer,Male,forgetting his love after becoming successful
s3309_bolly,Leela's companion,Likely Male,Laziness and lack of responsibility
s3310_bolly,unidentified character,,complaining and not being able to keep up
s3311_bolly,bearded man,Male,disrespecting and questioning authority
s3312_bolly,young man,Male,drinking at a young age
s3313_bolly,son,male,irresponsible financial behavior
s3314_bolly,character 1,likely male,financial irresponsibility
s3315_bolly,person being grabbed,,inappropriate physical contact
s3316_bolly,character,male,not understanding a woman's feelings and acting out in rage
s3317_bolly,speaker,female,sharing her love story
s3318_bolly,Pooja,Female,questioning authority
s3319_bolly,speaker,female,sharing her love story
s3320_bolly,Pooja,Female,questioning authority
s3321_bolly,Small town people,,being deceitful
s3322_bolly,daughter,female,getting married without parent's consent
s3323_bolly,person being forced to marry,,forced marriage
s3324_bolly,Rehana,Female,Displaying affection publicly
s3325_bolly,girl,female,not focusing on studies and dancing instead
s3326_bolly,daughter,female,not focusing on studies
s3327_bolly,girl,female,breaking traditional norms
s3328_bolly,character buying condoms,likely male,buying condoms
s3329_bolly,Namrata,Female,not conforming to traditional behavior
s3330_bolly,daughter,female,protesting and getting arrested
s3331_bolly,daughter,female,rejecting cultural/religious attire
s3332_bolly,daughter,female,not conforming to traditional clothing norms and prioritizing education over marriage
s3333_bolly,second speaker,likely male,being jobless and dependent on a woman
s3334_bolly,man,male,neglecting family responsibilities
s3335_bolly,auntie,Female,inappropriate behavior
s3336_bolly,Auntie,Female,Indecent behavior and possession of inappropriate items
s3337_bolly,55-year old widow,Female,inappropriate behavior with a young boy
s3338_bolly,woman,female,sexual desire at an older age
s3339_bolly,female character,female,inappropriate behavior
s3340_bolly,Mr. Mathur,Male,inappropriate behavior and invasion of privacy
s3341_bolly,character 1,male,inappropriate behavior and comments
s3342_bolly,speaker 1,likely female,being accused of theft and inappropriate behavior
s3343_bolly,man,male,not having a job and doing household chores
s3344_bolly,youngsters,,lack of political participation
s3345_bolly,husband,Male,marrying a woman of lower caste
s3346_bolly,gang members,Male,incompetence
s3347_bolly,Sanjay,Male,inappropriate behavior
s3348_bolly,Commissioner,Male,misuse of power
s3349_bolly,Commissioner,Male,misuse of power
s3350_bolly,guest,,not paying for food
s3351_bolly,guest,,not paying for food
s3352_bolly,son,male,not communicating with mother
s3353_bolly,addressee,,living in poor conditions
s3354_bolly,Munni,Female,Being sick
s3355_bolly,speaker,,self-deprecation
s3356_bolly,Sam,Male,physical abuse
s3357_bolly,Dev,Male,not being present after asking someone to cook
s3358_bolly,character 1,likely male,behaving inappropriately in public
s3359_bolly,character 1,likely male,inappropriate behavior
s3360_bolly,her,female,undisclosed shameful act
s3361_bolly,character,female,seducing sister's boyfriend
s3362_bolly,master,male,insolence/disrespect
s3363_bolly,Speaker,Likely Female,Going out with Amit
s3364_bolly,Amit's future wife,Female,Going out with Amit
s3365_bolly,girl,female,going out with a boy
s3366_bolly,Amit's future wife,Female,Going out with a man
s3367_bolly,youngsters,,premarital relationships
s3368_bolly,Chikoo,Female,Wearing inappropriate clothes/behaving inappropriately abroad
s3369_bolly,man,male,shameless behavior and expressing love
s3370_bolly,man,male,being shameless and greedy
s3371_bolly,man,male,being materialistic and shameless
s3372_bolly,girl,female,compromising morals for money
s3373_bolly,Asha,Female,alleged misconduct
s3374_bolly,burly young man,Male,stealing
s3375_bolly,speaker,likely female,breaking societal norms
s3376_bolly,India,,inhumanity and cruelty
s3377_bolly,son,male,being naive and trusting
s3378_bolly,woman,female,lack of modesty
s3379_bolly,woman,female,exposing body to a stranger
s3380_bolly,wife,female,infidelity
s3381_bolly,woman,female,exposing body to strangers
s3382_bolly,unknown male,male,inappropriate behavior
s3383_bolly,speaker's father,Male,being accused of something
s3384_bolly,Harman,Male,inappropriate behavior
s3385_bolly,grandson,male,stealing money
s3386_bolly,Radha,Female,Being intimate with Shyam
s3387_bolly,unidentified character,,disrespecting family norms
s3388_bolly,Sharda,Female,Immorality/Infidelity
s3389_bolly,Sharda's partner,Male,betrayal and infidelity
s3390_bolly,speaker,,unfair treatment
s3391_bolly,speaker,male,not being fair and returning the land
s3392_bolly,Thakur,Male,Betrayal and questioning his lineage
s3393_bolly,Anand,Male,inappropriate behavior towards a woman
s3394_bolly,Anand,Male,inappropriate behavior towards a woman
s3395_bolly,girl,female,sexual objectification
s3396_bolly,Bhairava,Male,losing a competition
s3397_bolly,girl,female,sexual harassment
s3398_bolly,daughter,female,betraying her own land
s3399_bolly,Ratan,Male,cowardice running away)
s3400_bolly,son,male,asking for money
s3401_bolly,person being addressed,not specified,infidelity
s3402_bolly,Kedar,Male,impotence
s3403_bolly,Vijay Kapoor,Male,supporting criminals
s3404_bolly,speaker,likely male,abandoning a woman in distress
s3405_bolly,Mahua,Female,expressing emotions
s3406_bolly,woman,female,flirting with an unknown man
s3407_bolly,Charles,Male,disrespecting police and their uniform
s3408_bolly,Raghavan,Male,being a terrorist and opposing peace
s3409_bolly,Sanju,Male,not taking studies seriously
s3410_bolly,friend,male,being associated with enemy nation
s3411_bolly,character being addressed,likely male,prioritizing friendship over duty
s3412_bolly,protagonist,,shamelessness and lack of honesty
s3413_bolly,speaker,,expressing sexual desires openly
s3414_bolly,Srinath Prasad,Male,not being present where expected
s3415_bolly,Secretary,Male,Being accused of betrayal
s3416_bolly,girl,female,dancing in public
s3417_bolly,speaker,,personal failure
s3418_bolly,speaker,gender not explicit,poverty or lack of wealth
s3419_bolly,speaker,gender not explicit,association with the other person
s3420_bolly,Chutki,Female,not fulfilling partner's expectations
s3421_bolly,person watching television,,watching television secretly
s3422_bolly,character,likely male,killing for sport
s3423_bolly,daughter,female,inappropriate behavior
s3424_bolly,son,male,betraying trust
s3425_bolly,father,male,son's failure in love and work
s3426_bolly,son,male,not saving/respecting mother
s3427_bolly,man,male,flirting with multiple women
s3428_bolly,character 1,Male,having children without marriage
s3429_bolly,Uncle,Male,inappropriate behavior with children
s3430_bolly,Uncle,Male,inappropriate behavior with children
s3431_bolly,character 1,likely female,being used to solve someone else's problem
s3432_bolly,character 1,Female,lying and manipulation
s3433_bolly,son,male,getting a divorce without informing family
s3434_bolly,son,Male,not loving his wife
s3435_bolly,daughter-in-law,Female,not being a 'good' daughter-in-law
s3436_bolly,Dolly,Female,poor cooking skills
s3437_bolly,husband,Male,wife's inappropriate behavior
s3438_bolly,Doctor,Female,inappropriate behavior with friend's girlfriend
s3439_bolly,Naina,Female,lying
s3440_bolly,artist,male,creating a vulgar portrait
s3441_bolly,rich man,Male,mistaken identity and disrespect
s3442_bolly,character,male,illiteracy
s3443_bolly,husband,Male,being submissive to his wife
s3444_bolly,brother,Male,suspected infidelity or dishonesty
s3445_bolly,fallen woman,Female,past promiscuity
s3446_bolly,brother,male,marrying a 'fallen woman'
s3447_bolly,elderly man,Male,old age and health issues
s3448_bolly,sister,Female,not accepting the proposed marriage
s3449_bolly,wife,female,being mistreated by her husband
s3450_bolly,character being addressed,likely male,violent and irresponsible behavior
s3451_bolly,son,male,being unsuccessful
s3452_bolly,man,male,harassing a woman
s3453_bolly,man,male,harassing a woman in public
s3454_bolly,Pinto,Male,wasting time and not utilizing opportunities
s3455_bolly,father,male,not offering guest a seat
s3456_bolly,woman,female,associating with disreputable men
s3457_bolly,Shalwar Khan Talwar Khan,Male,Disrespecting a religious place
s3458_bolly,Emily,Female,Adopting foreign culture
s3459_bolly,protagonist,female,expressing sexual desire
s3460_bolly,boss,Male,Ignoring or not acknowledging someone
s3461_bolly,Unnamed character,,not fulfilling responsibilities
s3462_bolly,two individuals,,behaving in a way that attracts negative attention
s3463_bolly,client,,rejected marriage proposal
s3464_bolly,first speaker,,choosing happiness over societal norms
s3465_bolly,speaker,gender ambiguous,choosing personal happiness over societal expectations
s3466_bolly,Speaker,,choosing personal happiness over societal expectations
s3467_bolly,girl,female,not being engaged
s3468_bolly,speaker,gender unknown,inappropriate behavior last night
s3469_bolly,man,male,selling a woman
s3470_bolly,photographer,,invading privacy
s3471_bolly,character being sold,Female,human trafficking
s3472_bolly,man,male,behaving shamelessly and reciting poetry instead of apologizing
s3473_bolly,speaker,likely male,inappropriate behavior
s3474_bolly,man,male,selling a woman
s3475_bolly,Raju,Male,Kidnapping/forcing a girl
s3476_bolly,woman,female,raising her voice and talking too much
s3477_bolly,Speaker,,not knowing the preferences of the guest
s3478_bolly,Lailu,Male,Surfing porn sites
s3479_bolly,person being laughed at,,being robbed
s3480_bolly,world champion,Female,offering a low designation job
s3481_bolly,character on the phone,likely male,making inappropriate calls
s3482_bolly,Madam,Female,Quitting her job
s3483_bolly,speaker,likely male,disowning a child
s3484_bolly,speaker,,being accused of sinning
s3485_bolly,guest,,disrespecting host's hospitality
s3486_bolly,girl,female,behaving shamelessly
s3487_bolly,characters,male,mistreatment of animals
s3488_bolly,old man,Male,inappropriate behavior
s3489_bolly,old man,Male,inappropriate behavior
s3490_bolly,family,mixed,stripping in public
s3491_bolly,unidentified character,,being shameless
s3492_bolly,character speaking to Rajjo's crush,Male,not reciprocating Rajjo's feelings
s3493_bolly,unidentified character,,being shameless
s3494_bolly,character,male,not reciprocating a girl's feelings
s3495_bolly,Married woman,Female,Wearing inappropriate clothes
s3496_bolly,She,Female,Feeling shy in front of friends
s3497_bolly,She,Female,Feeling shy in front of friends
s3498_bolly,speaker,likely male,hiding information
s3499_bolly,Married woman,Female,Wearing inappropriate clothes
s3500_bolly,She,Female,Feeling shy in front of friends
s3501_bolly,Unnamed Female Character,Female,feeling shy in front of friends
s3502_bolly,speaker,likely male,hiding information
s3503_bolly,daughter-in-law,Female,inappropriate dressing
s3504_bolly,Maya,Female,Overworking someone
s3505_bolly,Madam,Female,expressing sexual desire
s3506_bolly,speaker,likely male,hiding information
s3507_bolly,protectors possibly police or security),Male,not providing safety to women
s3508_bolly,Lalita,Female,perceived shamelessness
s3509_bolly,Mr. Shravan Dhariwal,Male,Disrespecting women
s3510_bolly,character being shamed,Male,deviating from traditional religious practices
s3511_bolly,Shravan Dhariwal,Male,Deception/Betrayal
s3512_bolly,husband,Male,not respecting his wife
s3513_bolly,Shanti,Female,not performing her duties properly
s3514_bolly,parent,likely male,not caring for their daughter's future
s3515_bolly,character being spoken to,likely male,living off someone else's provision
s3516_bolly,villager,Male,disrespecting a person of higher social status
s3517_bolly,girl's father and brother,Male,taking undue advantage of someone's sympathy and service
s3518_bolly,girl's suitor,Male,marrying a poor girl
s3519_bolly,wife,female,blessing the enemies
s3520_bolly,wife,female,blessing the enemies
s3521_bolly,son-in-law,Male,drunkenness and disrespectful behavior
s3522_bolly,son-in-law,Male,drunkenness and disrespectful behavior
s3523_bolly,old man,Male,inappropriate staring
s3524_bolly,Guru,Male,Losing relationships due to personal behavior
s3525_bolly,unknown,male,being intrusive and disrespectful
s3526_bolly,Shakti,Male,lying and deceit
s3527_bolly,Billo's family,,inter-caste relationship
s3528_bolly,Rupa,Female,refusing to live a life of shame
s3529_bolly,person performing antics,,inappropriate behavior
s3530_bolly,Unnamed character,Male,Being cowardly
s3531_bolly,speaker,male,insulting a child
s3532_bolly,man,male,inappropriate behavior in front of women
s3533_bolly,man,male,drinking alcohol
s3534_bolly,Ajit,Male,Drinking alcohol
s3535_bolly,second speaker,male,inappropriate behavior
s3536_bolly,villagers,,ridiculing a brave man's sacrifice
s3537_bolly,villagers,,cowardice and lack of sacrifice
s3538_bolly,Thakur,Male,disrespecting and abusing an elderly woman
s3539_bolly,man,male,cowardice
s3540_bolly,girl,female,being happy and outgoing
s3541_bolly,speaker,,not fulfilling their duty
s3542_bolly,,,
s3543_bolly,character,likely male,intruding in private space
s3544_bolly,Mother,Female,Intruding personal space
s3545_bolly,fiancé,Male,allowing his fiancée to work
s3546_bolly,speaker,likely male,disrespecting elders
s3547_bolly,man,male,behaving like a woman not going to work)
s3548_bolly,moon,,being less beautiful than the girl
