Message_id,Person Who Felt the Emotion,Gender,Cause
WP1366_holly,Wally,male,
WP1367_holly,girl,female,her curvy silhouette
WP1368_holly,mother,female,daughter being a chess champion
WP1369_holly,Mother,female,cooking a dish with special pride
WP1370_holly,mother,female,her own cooking
WP1371_holly,Rosie's mom,female,
WP1372_holly,,,
WP1373_holly,Character 1,gender NA,for creating new alloys and vaccines
WP1374_holly,us,not specified,not specified
WP1375_holly,he,male,
WP1376_holly,Lars,male,
WP1377_holly,Inspector Shepard,male,passing the written test
WP1378_holly,chief,male,
WP1379_holly,Each man,male,being part of the clan
WP1380_holly,The Postman,male,for giving everything and asking for nothing
WP1381_holly,gun manufacturer,not specified,popularity of their gun in American crime
WP1382_holly,You,male,getting the sword
WP1383_holly,ninja,male,
WP1384_holly,ninja,male,swelling with pride
WP1385_holly,Grandpa,male,
WP1386_holly,Kenny,male,
WP1387_holly,,,
WP1388_holly,county fair,,presenting musical entertainment
WP1389_holly,,,
WP1390_holly,Mr. Williams,male,casting his first vote
WP1391_holly,,,
WP1392_holly,Mr Morgan Brinway,male,starring in Gilbert & Sullivan's H.M.S. Pinafore
WP1393_holly,Character in song,unknown,creating a mechanical army
WP1394_holly,,,
WP1395_holly,father,male,recognizing his daughter's worth
WP1396_holly,Noonan,male,
WP1397_holly,Harry,male,for the character's decision to marry Grace
WP1398_holly,Daddy,male,
WP1399_holly,whole town,not specified,getting rid of bandits and outlaws
WP1400_holly,Mrs. Cravat,female,achieving something significant alone
WP1401_holly,Dad,male,son's loss of family pride
WP1402_holly,,,
WP1403_holly,grandma,female,grandson looking nice
WP1404_holly,,,
WP1405_holly,,,
WP1406_holly,,,
WP1407_holly,Quigley,male,
WP1408_holly,Flaversham,male,being part of an ingenious scheme
WP1409_holly,Eli,male,building a new church and school
WP1410_holly,Eli,male,building a new church and school
WP1411_holly,us,not specified,being part of a good place to live and work
WP1412_holly,Ice woman,female,being tough/strong-willed
WP1413_holly,,,
WP1414_holly,Dr Jones,male,
WP1415_holly,Elwood,male,
WP1416_holly,mom,female,becoming a man
WP1417_holly,Dad,male,his ability to move merchandise
WP1418_holly,guys,male,
WP1419_holly,honey,gender not explicit,
WP1420_holly,speaker 1,gender NA,having a well-furnished place
WP1421_holly,character,male,his manhood
WP1422_holly,father,male,
WP1423_holly,Winston,male,introducing significant other to parents
WP1424_holly,speaker,gender NA,construction of the nation's premiere public aquarium
WP1425_holly,uncle,male,
WP1426_holly,speaker,not specified,having Esmeralda as a member of their group
WP1427_holly,speaker,gender not explicit,running a great race
WP1428_holly,Mom,female,
WP1429_holly,Grammy,female,
WP1430_holly,Ack Ack's father,male,Ack Ack being a hero
WP1431_holly,father,male,being a hero
WP1432_holly,unknown,unknown,
WP1433_holly,speaker,male,maintaining pride in a relationship
WP1434_holly,Vinny,male,handling his first case
WP1435_holly,speaker,gender not explicit,graduation
WP1436_holly,Mr. Tipton,male,cooking grits
WP1437_holly,,,
WP1438_holly,,,
WP1439_holly,Lyceum Theatre,,successful European tour of Maxwell Demon and The Venus in Furs
WP1440_holly,Lyceum Theatre,,successful European tour of Maxwell Demon and The Venus in Furs
WP1441_holly,group,not specified,giving hope
WP1442_holly,Mr. Mayor,male,Police Officer's accomplishments
WP1443_holly,Mr. Mayor,male,Police Officer's accomplishments
WP1444_holly,Uncle Eric,male,
WP1445_holly,Boss,male,retrieving the diamonds
WP1446_holly,Department,Not identifiable,Sergeant Hightower's promotion and his remarkable record
WP1447_holly,us,not specified,performing under complex and earth-shattering situation
WP1448_holly,We,not specified,performing under complex and earth-shattering situation
WP1449_holly,We,not specified,performing under complex and earth-shattering situation
WP1450_holly,,,
WP1451_holly,speaker 1,gender NA,
WP1452_holly,,,
WP1453_holly,,,
WP1454_holly,Chicago Mart,,being a salesman
WP1455_holly,He,male,keeping the specimen alive for two years
WP1456_holly,Mr. Page,male,Lisa's effort in work
WP1457_holly,Arch,male,
WP1458_holly,,,
WP1459_holly,Harry,male,successful execution of a plan
WP1460_holly,Richie,male,showing courage and teamwork
WP1461_holly,Leon B Little,male,his reputation for seeing jobs through
WP1462_holly,Unnamed character,unknown,being part of the team
WP1463_holly,,,
WP1464_holly,,,
WP1465_holly,,,
WP1466_holly,,,
WP1467_holly,me,unknown,being courageous and powerful
WP1468_holly,Helen,female,
WP1469_holly,Big Gay Al,male,being gay
WP1470_holly,Mole,male,
WP1471_holly,speaker,gender not explicit,enduring a difficult task
WP1472_holly,Pearl,female,winning first prize
WP1473_holly,speaker,gender NA,for not taking pride in their work
WP1474_holly,person speaking,gender NA,son's selflessness and lack of greed
WP1475_holly,Ani,gender NA,bringing hope to those who have none
WP1476_holly,Kal-El,male,special heritage
WP1477_holly,captain,male,being accepted as captain
WP1478_holly,character,male,being part of the Civil War
WP1479_holly,,,
WP1480_holly,momma,female,her child becoming a dentist
WP1481_holly,,,
WP1482_holly,Larry,male,being a good lawyer
WP1483_holly,Dr. Malcolm Crowe,male,receiving the Mayor's Citation for professional excellence
WP1484_holly,Mama,female,
WP1485_holly,Mr. Davis,male,
WP1486_holly,All Detroit,,
WP1487_holly,All Detroit,,
WP1488_holly,employer,not specified,pleasing a very important customer
WP1489_holly,Ted Striker,male,having courage dedication daring pride pluck spirit grit mettle and guts
WP1490_holly,,,
WP1491_holly,Rusty,male,jumping the car 50 yards
WP1492_holly,parent,gender not explicit,first day of school
WP1493_holly,,,
WP1494_holly,Educator,gender not explicit,pride in city
WP1495_holly,Dad,male,
WP1496_holly,Little Ben,male,
WP1497_holly,Lucinda's mother,female,producing a proud and unique child
WP1498_holly,speaker,gender not explicit,seduction of Mrs. Chadwick and betrayal of Lucinda and father
WP1499_holly,We,not specified,enlightened policy regarding payment
WP1500_holly,Brother Ben,male,for getting good at shooting buffalo
WP1501_holly,husband,male,refusing to pay
WP1502_holly,speaker,male,for the actions of Marshal Jed Cooper
WP1503_holly,person,unknown,
WP1504_holly,Pennsylvania 12th,male,being part of a regiment
WP1505_holly,long-legged gal,female,
WP1506_holly,Captain McGlue,male,
WP1507_holly,,,
WP1508_holly,Reggie,male,writing pieces from the Pacific during the war
WP1509_holly,speaker 1,gender not explicit,for being a parent to the speaker 2
WP1510_holly,Captain,male,
WP1511_holly,friend,gender NA,being strong
WP1512_holly,Melvin,male,
WP1513_holly,baby,gender not explicit,getting a gig
WP1514_holly,allineh holder,gender NA,returning the treasure
WP1515_holly,parents,not specified,their child going to Princeton
WP1516_holly,speaker 1,gender not explicit,coming out
WP1517_holly,Artie's Artery,,presenting Buckaroo Banzai and the Hong Kong Cavaliers for a single night
WP1518_holly,O'Connor,male,maintaining cleanliness
WP1519_holly,Crows,male,their horse riding skills
WP1520_holly,Irma,female,supporting her man financially
WP1521_holly,Old goat,male,giving a good performance
WP1522_holly,unidentified speaker,unknown,being chosen for Macs of Paris Protective Association
WP1523_holly,unidentified speaker,unknown,for receiving an honor
WP1524_holly,Mr. Simmons,male,having a nice load of cotton
WP1525_holly,speaker 2,gender not explicit,making a decent graduation present
WP1526_holly,Dad,male,getting into law school
WP1527_holly,first speaker,gender not explicit,getting into law school
WP1528_holly,State of Colorado,,"being awarded by ""The Denver Post"""
WP1529_holly,Bob,male,
WP1530_holly,Mrs Carter,female,her daughter's potential success
WP1531_holly,American statesman,male,
WP1532_holly,,,
WP1533_holly,man,male,fooling everyone
WP1534_holly,Montgomery,male,his car
WP1535_holly,Unnamed character,unknown,doing good
WP1536_holly,singer,male,being a true Italian
WP1537_holly,He,male,
WP1538_holly,he,male,taking care of the pencil
WP1539_holly,,,
WP1540_holly,speaker,gender not explicit,his child's 18th birthday
WP1541_holly,son,male,
WP1542_holly,Ôæüíáò,unknown,
WP1543_holly,young black men,male,
WP1544_holly,Ms. Banks,female,Tom's achievement of leaving town
WP1545_holly,,,
WP1546_holly,Jennifer,female,
WP1547_holly,Dr. Watayo,male,his history and accomplishments
WP1548_holly,Speaker 1,gender NA,
WP1549_holly,unknown,unknown,making a big reveal
WP1550_holly,speaker,gender not explicit,writing an honest and real book
WP1551_holly,,,
WP1552_holly,jail,,having secure bars
WP1553_holly,speaker,gender not explicit,being a good flirt
WP1554_holly,speaker,gender not explicit,
WP1555_holly,Grandma,female,
WP1556_holly,Richard,male,being a good dad
WP1557_holly,unknown,unknown,taking a chance and going for it
WP1558_holly,man,male,earning respect by being tough
WP1559_holly,Unnamed character,unknown,killing a tiny elephant
WP1560_holly,Adam Levine's hologram,male,his successes and achievements
WP1561_holly,Conner,male,
WP1562_holly,commander,male,having lieutenant in his command
WP1563_holly,Big Joe Malotke,male,being as good as his brother
WP1564_holly,professional soldier,male,being a professional soldier
WP1565_holly,professional soldier,male,being a professional soldier
WP1566_holly,hero,male,being someone's hero
WP1567_holly,speaker,gender not explicit,David's potential victory
WP1568_holly,speaker 1,gender NA,good grades
WP1569_holly,we,not clear,earning degrees
WP1570_holly,speaker,gender not explicit,mother's work for suffrage
WP1571_holly,multiple characters,multiple genders,being black and feminists
WP1572_holly,unknown,unknown,handling a situation with high stakes and distractions
WP1573_holly,speaker 1,gender NA,being a good woodworker
WP1574_holly,Man,male,passing the test
WP1575_holly,we,not clear,serving their country
WP1576_holly,speaker,female,using sex to get something
WP1577_holly,Baby,gender not explicit,
WP1578_holly,mommy,female,having two beautiful daughters
WP1579_holly,speaker 1,gender not explicit,being a great mom
WP1580_holly,mother,female,learning to cook
WP1581_holly,husband,male,wife being a good mother
WP1582_holly,,,
WP1583_holly,Speaker 2,gender not explicit,
WP1584_holly,We,not specified,Sasha's success in America
WP1585_holly,,,
WP1586_holly,Speaker,gender not explicit,
WP1587_holly,speaker,gender NA,German V-2
WP1588_holly,Ramona,female,
WP1589_holly,,,
WP1590_holly,Dad,male,
WP1591_holly,father,male,doing a good job
WP1592_holly,Bella,female,
WP1593_holly,,,
WP1594_holly,unidentified character,unknown,achieving greatness
WP1595_holly,,,
WP1596_holly,mother,female,child's academic achievement
WP1597_holly,,,
WP1598_holly,Robustion Industries,,presenting new product
WP1599_holly,speaker 1,gender NA,being a lawyer
WP1600_holly,,,
WP1601_holly,speaker 2,gender NA,catching a moth
WP1602_holly,Eg,gender not specified,for an unspecified achievement
WP1603_holly,Majesty,male,his big belly
WP1604_holly,,,
WP1605_holly,Rhi,female,
WP1606_holly,,,
WP1607_holly,Mom,female,doing what is believed to be right
WP1608_holly,speaker 2,gender not explicit,
WP1609_holly,Mom,female,child's growth and beauty
WP1610_holly,us,not specified,fighting and working
WP1611_holly,Dad,male,
WP1612_holly,girl,female,
WP1613_holly,Dad,male,daughter's growth into a young woman
WP1614_holly,Dońa,female,vanquishing enemies
WP1615_holly,David,male,sister going to medical school
WP1616_holly,Yassir,male,serving France
WP1617_holly,We,,bearing the flag of France high and proud
WP1618_holly,Irčne,female,returning with honour from war
WP1619_holly,speaker,gender not explicit,
WP1620_holly,Grandpa,male,being a good provider
WP1621_holly,,,
WP1622_holly,He,male,his sneakers with the University of Virginia on them
WP1623_holly,speaker,gender not explicit,getting a scholarship
WP1624_holly,speaker 1,gender not explicit,getting a scholarship
WP1625_holly,Mayor Brown,male,protecting natural resources
WP1626_holly,Yogi,male,being true to oneself and fighting for passions
WP1627_holly,directors,not specified,creative ownership of their work
WP1628_holly,senior and junior,not specified,for being clean upright citizens
WP1629_holly,Colonel,male,making his country proud
WP1630_holly,speaker,gender not explicit,presenting the first prototype of the variable threat response battle suit
WP1631_holly,,,
WP1632_holly,Lady Beaconsfield,female,announcing the new title to the Queen
WP1633_holly,Dizzy,male,his peacocks and swans
WP1634_holly,sir,male,refusing to vote the money
WP1635_holly,,,
WP1636_holly,Latins,not specified,being a Latin
WP1637_holly,,,
WP1638_holly,Eric,male,having an Indian name
WP1639_holly,Julio,male,having an Indian name
WP1640_holly,,,
WP1641_holly,Adam,male,being clean for so long
WP1642_holly,Adam,male,being humble
WP1643_holly,mothers,female,
WP1644_holly,Speaker 1,gender not explicit,
WP1645_holly,Frank,male,
WP1646_holly,,,
WP1647_holly,Adam's family,not specified,Adam's birthday
WP1648_holly,Kin,male,being called kin by a Kryptonian
WP1649_holly,Josh,male,
WP1650_holly,Roger,male,
WP1651_holly,speaker 1,gender not explicit,not being a poacher
WP1652_holly,Tim,male,doing the right thing
WP1653_holly,father,male,
WP1654_holly,woman,female,her Irish heritage
WP1655_holly,,,
WP1656_holly,,,
WP1657_holly,,,
WP1658_holly,,,
WP1659_holly,him,male,serving the country
WP1660_holly,Speaker 1,gender not explicit,his house or specific room in the house
WP1661_holly,parents,not specified,their child's potential college attendance
WP1662_holly,Rabbit,,learning new things
WP1663_holly,speaker 3,gender NA,
WP1664_holly,speaker 1,gender not explicit,maintaining respectability despite poverty
WP1665_holly,,,
WP1666_holly,unidentified speaker,unknown,winning a game
WP1667_holly,Sir,male,
WP1668_holly,sir,male,having the Chattanooga as his flagship
WP1669_holly,,,
WP1670_holly,,,
WP1671_holly,,,
WP1672_holly,,,
WP1673_holly,,,
WP1674_holly,protector,male,protecting the pride from invasion
WP1675_holly,,,
WP1676_holly,Layla,female,being the most experienced hunter
WP1677_holly,,,
WP1678_holly,,,
WP1679_holly,,,
WP1680_holly,,,
WP1681_holly,,,
WP1682_holly,,,
WP1683_holly,,,
WP1684_holly,,,
WP1685_holly,,,
WP1686_holly,,,
WP1687_holly,,,
WP1688_holly,,,
WP1689_holly,Layla,female,saving the pride and cubs
WP1690_holly,,,
WP1691_holly,Malaika,female,adopting Mara
WP1692_holly,,,
WP1693_holly,,,
WP1694_holly,,,
WP1695_holly,,,
WP1696_holly,,,
WP1697_holly,,,
WP1698_holly,,,
WP1699_holly,,,
WP1700_holly,River Pride lionesses,female,proclaiming ownership of the pride lands
WP1701_holly,River Pride lionesses,female,proclaiming ownership of the pride lands
WP1702_holly,,,
WP1703_holly,,,
WP1704_holly,,,
WP1705_holly,Sita,female,teaching her cubs everything they need to know
WP1706_holly,,,
WP1707_holly,,,
WP1708_holly,Celtic warrior,male,
WP1709_holly,speaker,gender not explicit,winning a Grammy
WP1710_holly,speaker,gender not explicit,re-recording the album quickly and passionately
WP1711_holly,speaker,gender not explicit,creating a drum track
WP1712_holly,,,
WP1713_holly,,,
WP1714_holly,Whitaker,male,his car
WP1715_holly,Kimberly's child,unknown,Kimberly marrying their father
WP1716_holly,speaker 1,gender not explicit,marrying someone considered undesirable
WP1717_holly,speaker,male,father's sexual exploits
WP1718_holly,unknown,unknown,buying shots for everyone
WP1719_holly,speaker,gender not explicit,being best friends with Lillian
WP1720_holly,speaker,gender not explicit,getting to know a group of ladies
WP1721_holly,She,female,
WP1722_holly,Helen,female,
WP1723_holly,speaker 1,gender NA,being hard on someone
WP1724_holly,speaker 2,gender not explicit,arranging for Keefe
WP1725_holly,ma'am,female,trying to behave
WP1726_holly,mama,female,having well-mannered and handsome sons
WP1727_holly,,,
WP1728_holly,Balam,male,
WP1729_holly,Balam,male,for willing to fight for someone
WP1730_holly,Monty,male,Brewster's good performance
WP1731_holly,Uncle Rupert,male,valiant effort in playing ball
WP1732_holly,Monty,male,election results
WP1733_holly,Coach,gender NA,Cal's improvement in game
WP1734_holly,Mrs. Jensen,female,Tori's performance in a game
WP1735_holly,Doug Barry Kirkpatrick and myself,male,for taking the risk
WP1736_holly,Monsieur Martin,male,doing a good job last night
WP1737_holly,speaker,gender not explicit,practicing and being skilled in their craft
WP1738_holly,speaker,gender NA,building a future with Maral
WP1739_holly,Papa,male,fulfilling his mission
WP1740_holly,Michael,male,
WP1741_holly,Armenian,male,being Armenian
WP1742_holly,father,male,
WP1743_holly,Nate,male,being successful
WP1744_holly,Dad,male,people at the firm patting him on the back
WP1745_holly,Jack,male,building something substantial
WP1746_holly,Dr. Erskine,male,
WP1747_holly,speaker 1,gender NA,embracing leaving humanity behind
WP1748_holly,honey,gender not explicit,passing the FBI exam
WP1749_holly,dad,male,son's achievement in Beijing
WP1750_holly,character,male,
WP1751_holly,Klungel,male,collecting Smurf Fruit
WP1752_holly,Papa Smurf,male,Klungel's vision
WP1753_holly,mother,female,for standing proud in the ceremony
WP1754_holly,,,
WP1755_holly,,,
WP1756_holly,commissioners from Washington,male,ability of American males to read and write
WP1757_holly,him,male,being talked about to friends
WP1758_holly,unknown speaker,unknown gender,getting sober
WP1759_holly,Mr. Reverdy Johnson,male,war heroes' actions
WP1760_holly,brother,male,being a friend of Booth's
WP1761_holly,Doctor McBain,male,being a well-known colleague
WP1762_holly,Doctor McBain,male,being a well-known colleague
WP1763_holly,brother,male,his well-grown body
WP1764_holly,Justin,male,
WP1765_holly,announcer,gender not explicit,crowning the prom king
WP1766_holly,Temple,gender NA,being wild and stiffnecked
WP1767_holly,Temple,male,family's service in the World War
WP1768_holly,Miss Drake,female,her family's courage
WP1769_holly,Naturally,gender not explicit,for family's courage sacrifice and love of truth
WP1770_holly,Judge,male,
WP1771_holly,Holmes,male,discovering the true worth of the engagement ring
WP1772_holly,house owner,gender not explicit,not selling the house
WP1773_holly,he,male,thinking they were invulnerable and their good fortune would last forever
WP1774_holly,Papa,male,
WP1775_holly,Papa,male,
WP1776_holly,speaker,gender NA,being an employee of the Environmental Services Corporation
WP1777_holly,My goodness,gender not explicit,doing extra credit
WP1778_holly,TV interviewer,gender NA,surviving in career every year
WP1779_holly,speaker,gender not explicit,survival and proving others wrong in their career
WP1780_holly,,,
WP1781_holly,speaker 1,gender not explicit,following in speaker's footsteps
WP1782_holly,Lisa,female,pursuing something passionately
WP1783_holly,Rob,male,
WP1784_holly,Rob,male,
WP1785_holly,,,
WP1786_holly,Frankly,male,helping someone
WP1787_holly,Kovaks,male,
WP1788_holly,,,
WP1789_holly,Captain,male,bringing in all his men without a casualty
WP1790_holly,Captain,male,liking milk
WP1791_holly,Colonel Rousch,male,
WP1792_holly,Rodney,male,for his action in a situation
WP1793_holly,Victor Meyer,male,
WP1794_holly,speaker 1,gender not explicit,for father's work on a church committee
WP1795_holly,Roy,male,
WP1796_holly,son,male,his father's character
WP1797_holly,Oleg Tabakov,male,being a honored actor and theater maestro
WP1798_holly,head of comedy,male,adapting The Nanny and Who's the Boss?
WP1799_holly,speaker,female,Jack's growth into a great man
WP1800_holly,Jack,male,writing a beautiful book
WP1801_holly,Owen,male,accepting help with rent
WP1802_holly,George,male,maintaining a reputation for smart reliable hardworking temps
WP1803_holly,Speaker 1,gender not explicit,
WP1804_holly,,,
WP1805_holly,Speaker,gender NA,for being missed and loved
WP1806_holly,speaker,gender not explicit,daughter's shame
WP1807_holly,Bob,male,being able to tell time
WP1808_holly,Speaker,gender NA,
WP1809_holly,We,not specified,presenting a check to the Miss America Foundation
WP1810_holly,speaker,gender not explicit,their humble background
WP1811_holly,Miss America,female,her background and becoming Miss America
WP1812_holly,speaker,male,for setting up sales departments
WP1813_holly,mother,female,maintaining the lawn
WP1814_holly,Mother,female,maintaining her lawn
WP1815_holly,Daddy,male,son becoming a good man
WP1816_holly,Daddy,male,becoming a good man
WP1817_holly,Daddy,male,
WP1818_holly,Daddy,male,
WP1819_holly,,,
WP1820_holly,daddy,male,the boy's growth or maturity
WP1821_holly,Daddy,male,child's aspiration to be a farmer
WP1822_holly,,,
WP1823_holly,son,male,
WP1824_holly,father,male,son's achievement
WP1825_holly,Son,male,
WP1826_holly,Son,male,
WP1827_holly,publisher,not specified,publishing a good first novel
WP1828_holly,son,male,mother's writing
WP1829_holly,child,not specified,mother's writing
WP1830_holly,,,
WP1831_holly,Wayne,male,
WP1832_holly,Ofenìsia,female,
WP1833_holly,Santos,male,
WP1834_holly,Santos,male,standing up to the white man
WP1835_holly,Santos,male,meeting the white man on equal grounds
WP1836_holly,speaker,gender NA,discovering the secret of wealth and pride
WP1837_holly,Massai,male,for being a unique chief
WP1838_holly,Sieber,male,
WP1839_holly,Nate Salsbury,male,being part of America's national family
WP1840_holly,Nate Salsbury,male,presenting the first after dark request performance
WP1841_holly,,,
WP1842_holly,,,
WP1843_holly,Stumpy,male,
WP1844_holly,She,female,
WP1845_holly,Mr. Whitmore,male,
WP1846_holly,Vinny,male,starting a chain of flower shops
WP1847_holly,,,
WP1848_holly,Daddy Tang,male,Pootie Tang's success hit records movies magazine covers fancy cars famous friends beautiful custom-made clothes and popularity among ladies)
WP1849_holly,Mama Di,female,Pootie being a good man
WP1850_holly,partner,male,having the speaker's daughter's partner as a son-in-law
WP1851_holly,partner,male,becoming his son-in-law
WP1852_holly,best friend,gender NA,for being witty and quick
WP1853_holly,Mr Nick Lawrence,male,being presented as an unexpected treat
WP1854_holly,father,male,son's sexual responsibility and choice of condoms
WP1855_holly,Dad,male,son's choice of condoms
WP1856_holly,Dad,male,son's ability to balance life and his choice of condoms
WP1857_holly,Mother,female,marrying a virgin
WP1858_holly,Club Luna,,presenting Tito Puente
WP1859_holly,Mr. Peterson,male,achievements of Special Branch
WP1860_holly,Mr. Peterson,male,achievements of Special Branch
WP1861_holly,Pa,male,
WP1862_holly,Pa,male,
WP1863_holly,house,,presenting the star of the show
WP1864_holly,,,
WP1865_holly,Jake,male,
WP1866_holly,character,gender not explicit,wife's dancing skills
WP1867_holly,speaker,gender not explicit,not being serious boyfriend/marriage material
WP1868_holly,Sir,male,promoting a female employee
WP1869_holly,Jack's parents,not specified,settling down
WP1870_holly,Jack's family,not specified,Jack settling down with a wonderful girl
WP1871_holly,parents,not specified,son settling down with a wonderful girl
WP1872_holly,Dad,male,
WP1873_holly,character,gender NA,self-acceptance
WP1874_holly,speaker,gender NA,self-acceptance
WP1875_holly,Gene,male,potential to win the Hopkins prize for physics
WP1876_holly,KRA-TV,,presenting a presumably good piece by Adam White
WP1877_holly,Greg,male,
WP1878_holly,man,male,his work being recognized by royalty
WP1879_holly,man,male,his own beauty and hair
WP1880_holly,ma'am,female,having honorable gentlemen serving in Genovia
WP1881_holly,Mia Thermopolis,female,decision affecting the future of Genovia
WP1882_holly,father,male,son's academic and athletic achievements
WP1883_holly,cattlemen,male,not willing to do work beneath their status
WP1884_holly,,,
WP1885_holly,,,
WP1886_holly,speaker 1,gender not explicit,Zsuzsi's beauty
WP1887_holly,grandfather,male,his daughter
WP1888_holly,girl,female,going on a trip
WP1889_holly,,,
WP1890_holly,speaker,gender not explicit,being real sportsmen
WP1891_holly,father,male,being real sportsmen
WP1892_holly,Hunter High School,not applicable,presenting finalists for Winter Festival
WP1893_holly,I,gender not explicit,finding oneself
WP1894_holly,honey,not explicit,redecorating Dwain's apartment
WP1895_holly,Sam Tufts,male,"being one of the ""they"" the speaker is referring to"
WP1896_holly,Sam Tufts,male,being a farmer
WP1897_holly,governor,male,setting high price
WP1898_holly,governor,male,setting high price
WP1899_holly,,,
WP1900_holly,sonny,male,
WP1901_holly,We,,
WP1902_holly,Pops,male,asking Corky to do something for the family
WP1903_holly,Daddy,male,
WP1904_holly,manager,gender NA,for becoming the manager of the second store
WP1905_holly,,,
WP1906_holly,,,
WP1907_holly,Uncle Scar,male,becoming the King of Pride Rock
WP1908_holly,,,
WP1909_holly,Speaker,gender NA,for his words
WP1910_holly,,,
WP1911_holly,,,
WP1912_holly,,,
WP1913_holly,Short Stack,male,
WP1914_holly,speaker,gender not explicit,not saying anything about brother's death
WP1915_holly,,,
WP1916_holly,speaker 1,gender NA,keeping things clean
WP1917_holly,,,
WP1918_holly,Margaret,female,
WP1919_holly,Gretchen,female,husband's reconstructed cheekbones
WP1920_holly,girl in violet dress,female,being good while her father is away
WP1921_holly,speaker,gender not explicit,"for his ""little women"""
WP1922_holly,mother,female,daughter's resilience and independence
WP1923_holly,speaker,gender NA,being a great man
WP1924_holly,,,
WP1925_holly,Sicilian,male,following the career of his young friend
WP1926_holly,,,
WP1927_holly,Chuck,male,getting Raymond's autograph
WP1928_holly,Gabe,male,
WP1929_holly,Wilfrid,male,
WP1930_holly,,,
WP1931_holly,Elijah Muhammad,male,teaching to obey the law and carry oneself in a proud Afro-American way
WP1932_holly,new father,male,having a daughter
WP1933_holly,Mr. Burden,male,serving the widows and orphans of his community
WP1934_holly,Mr. Burden,male,serving the widows and orphans of his community
WP1935_holly,Joseph,male,making the boat look fantastic
WP1936_holly,Sir,male,helping others
WP1937_holly,parent,gender NA,raising their child
WP1938_holly,speaker 2,gender NA,raising the other person
WP1939_holly,Mother,female,raising her child
WP1940_holly,Harry,male,
WP1941_holly,,,
WP1942_holly,Theresa,female,
WP1943_holly,Theresa,female,
WP1944_holly,Theresa,female,
WP1945_holly,Theresa,female,
WP1946_holly,Jonathan,male,new star's potential performance
WP1947_holly,speaker,gender not explicit,professional pride
WP1948_holly,,,
WP1949_holly,,,
WP1950_holly,professor,male,for not having a weak scene in the treatment
WP1951_holly,speaker 1,gender not explicit,for not having a weak scene in the whole treatment
WP1952_holly,,,
WP1953_holly,,,
WP1954_holly,Emma,female,helping others fight back
WP1955_holly,Emma,female,helping others fight back
WP1956_holly,girl,female,maintaining self-respect in marriage
WP1957_holly,Mickey,male,winning the distinguished service medal
WP1958_holly,Vince Ramondi and Asher Gonen,male,
WP1959_holly,United States of America,not specified,recognizing the new State of Israel
WP1960_holly,guys,male,committing suicide
WP1961_holly,Aluf Stone,male,being a Jew
WP1962_holly,,,
WP1963_holly,,,
WP1964_holly,Engelberg,male,
WP1965_holly,John,male,maturing and taking care of family
WP1966_holly,Speaker,female,not accepting money after divorce
WP1967_holly,Ma,female,hosting a pound party
WP1968_holly,Miss Marjorie,female,
WP1969_holly,captain,male,being made captain
WP1970_holly,Captain Shaw,male,for being chosen as an officer
WP1971_holly,Robert,male,proposing to raise a regiment of Negro soldiers
WP1972_holly,,,
WP1973_holly,Jagger and Gideon,male,presenting their new film
WP1974_holly,one person,gender not explicit,being reliable
WP1975_holly,speaker 1,gender NA,"making $1,000,000"
WP1976_holly,Claire,female,becoming a partner
WP1977_holly,,,
WP1978_holly,Charlie Davis,male,becoming a champion
WP1979_holly,speaker 1,gender NA,being a world champion
WP1980_holly,speaker,gender not explicit,
WP1981_holly,,,
WP1982_holly,father,male,fulfilling destiny
WP1983_holly,Brodski,male,
WP1984_holly,Dad,male,getting accepted presumably into a school or program)
WP1985_holly,JW Harper,male,introducing Mike Riley from Calgary
WP1986_holly,Louis,male,introducing Mike Riley
WP1987_holly,Harry,male,his article being published
WP1988_holly,speaker,male,representing many nations in competition
WP1989_holly,Mr Stoneman,male,his son's racing
WP1990_holly,Bud,male,staying married for six years
WP1991_holly,unidentified speaker,not specified,for being considered terrific
WP1992_holly,father,male,his daughters' accomplishments or qualities
WP1993_holly,speaker 1,gender not explicit,raising charming daughters
WP1994_holly,Edward,male,self-repair
WP1995_holly,,,
WP1996_holly,Master Sifo-Dyas,male,building a fine clone army
WP1997_holly,We,,combat education and training programmes
WP1998_holly,Obi-Wan Kenobi,male,impressive clones
WP1999_holly,Ani's parent,not specified,Ani's growth and maturity
WP2000_holly,,,
WP2001_holly,,,
WP2002_holly,Speaker 2,gender not explicit,Dr. Favor's intelligence
WP2003_holly,speaker 2,gender NA,speaker 1's intelligence
WP2004_holly,character,male,becoming a cop
WP2005_holly,,,
WP2006_holly,Mac McGrath,male,ability to handle stories with sensitivity and empathy
WP2007_holly,Deeds,male,buying fast things
WP2008_holly,Grandfather,male,inheriting the family business
WP2009_holly,speaker,male,inheriting the family business
WP2010_holly,Alex,female,
WP2011_holly,Frederick,male,
WP2012_holly,Mrs. Little,female,
WP2013_holly,Father,male,
WP2014_holly,Sister Barbara,female,bearing scars from a potentially violent confrontation
WP2015_holly,Sister Barbara,female,bearing scars from protest
WP2016_holly,unknown,unknown,teaching surfing skills
WP2017_holly,Lionel Quince,male,producing the first annual Meadow Talent Show
WP2018_holly,,,
WP2019_holly,speaker,gender NA,being human motivated competitive and headstrong
WP2020_holly,Mrs. Burton,female,her cooking being appreciated
WP2021_holly,father,male,son's character and actions
