Message_id,Person Who Felt the Emotion,Gender,Cause
p1426_bolly,first speaker,gender not explicit,illegal business dealings
p1427_bolly,speaker 1,,
p1428_bolly,speaker,,recent speech
p1429_bolly,Arjun,male,ability to lie convincingly
p1430_bolly,father,male,son's respect towards mother
p1431_bolly,speaker,,defending pride
p1432_bolly,Seerat,female,teaching Sanwal a lesson
p1433_bolly,Jolly Don,male,winning over a girl
p1434_bolly,minister,male,witness protection programme
p1435_bolly,She,female,her earnings
p1436_bolly,father,male,disrespect and lack of care
p1437_bolly,sister-in-law,female,husband's employment
p1438_bolly,Madhu,male,leaving crime and changing life
p1439_bolly,kingdom of Amer,,Entrusted with sovereignty
p1440_bolly,speaker,,fearless courage and candour of the Princess of Amer
p1441_bolly,speaker,,spiritual union
p1442_bolly,Laila ji,female,maintaining dignity and pride
p1443_bolly,character,male,personal achievements and family wealth
p1444_bolly,speaker 1,,
p1445_bolly,Uncle,male,high expectations in studies and sports
p1446_bolly,speaker,,Representing India in World Cup
p1447_bolly,unknown,,
p1448_bolly,friend,male,breaking bones for a living
p1449_bolly,Shiva,male,son's good behavior
p1450_bolly,<I,male/female,
p1451_bolly,<I,gender not specified,
p1452_bolly,he,male,
p1453_bolly,Ratan,male,receiving an imported cycle
p1454_bolly,Fakar,male,Devotees' dedication
p1455_bolly,speaker,gender not explicit,dedication to project
p1456_bolly,speaker 1,male,working with youth of his country
p1457_bolly,characters,,becoming government grooms
p1458_bolly,characters,,becoming government grooms
p1459_bolly,sister,female,becoming a party member
p1460_bolly,speaker,,learning about Indian culture
p1461_bolly,speaker 1,,son becoming a terrorist
p1462_bolly,,,
p1463_bolly,Gibberish,,
p1464_bolly,Sattu,male,
p1465_bolly,circus announcer,,circus performer's skills
p1466_bolly,father,male,Being honored with Raibahadur
p1467_bolly,son,male,
p1468_bolly,speaker,,India's progress
p1469_bolly,police department,,arresting Raja's assistant
p1470_bolly,Commissioner,male,arresting a criminal
p1471_bolly,mother,female,having a grandchild
p1472_bolly,,,
p1473_bolly,daughter,female,father's military service
p1474_bolly,chief minister,male,running the kingdom ably
p1475_bolly,tall strong man,male,physical strength and appearance
p1476_bolly,Holiness,male,
p1477_bolly,,,
p1478_bolly,husband,male,cooking skill
p1479_bolly,speaker,,writing a novel
p1480_bolly,wife,female,having a loving husband
p1481_bolly,father,male,son's return
p1482_bolly,,,
p1483_bolly,wife,female,being the spouse of a successful person
p1484_bolly,Mr. Jagdish Prasad,male,philanthropy
p1485_bolly,mother,male,bravery
p1486_bolly,Dad,male,son's academic failure
p1487_bolly,,,
p1488_bolly,Vinayak,male,having a son like Sunil
p1489_bolly,speaker,,
p1490_bolly,Vijay Khanna,male,his son's achievements
p1491_bolly,speaker,,treasuring memories
p1492_bolly,speaker,male,love for Pooja
p1493_bolly,darling,male,being humane
p1494_bolly,Papa,male,son's actions
p1495_bolly,Yashvardhan Raichand's son,male,being Yashvardhan Raichand's son
p1496_bolly,speaker,,
p1497_bolly,Dad,male,son's academic failure
p1498_bolly,,,
p1499_bolly,vinayak,male,having a pure-hearted son
p1500_bolly,Yashvardhan Raichand's son,male,being the son of Yashvardhan Raichand
p1501_bolly,speaker,gender NA,
p1502_bolly,speaker,,fulfilling dreams
p1503_bolly,Preeti's father,male,maintaining reputation
p1504_bolly,speaker,male,
p1505_bolly,Karan,male,career
p1506_bolly,Kabir's interlocutor,,career
p1507_bolly,doctor,male,never causing discomfort to patients
p1508_bolly,speaker,,
p1509_bolly,,,
p1510_bolly,Jadeja,male,selling explosives to the enemy
p1511_bolly,,,
p1512_bolly,speaker 1,male,
p1513_bolly,speaker,,
p1514_bolly,,,
p1515_bolly,Jadeja,male,deceiving and selling explosives to the enemy
p1516_bolly,,,
p1517_bolly,,,
p1518_bolly,Rajesh,male,Sacrifice for family's happiness
p1519_bolly,,,
p1520_bolly,Rohit and Naina,both genders,
p1521_bolly,lovers,,ability to make someone feel proud
p1522_bolly,Balraj Chaudhry,male,family pride
p1523_bolly,M'ahmmed bhai,male,
p1524_bolly,speaker,,daughters' singing performance
p1525_bolly,,,
p1526_bolly,sir,male,singing well
p1527_bolly,,,
p1528_bolly,,,
p1529_bolly,speaker,male,proving himself
p1530_bolly,speaker,male,proving himself
p1531_bolly,father,male,son's future growth and success
p1532_bolly,father,male,maintaining family honor
p1533_bolly,father,male,son's future growth and success
p1534_bolly,father,male,maintaining family honor
p1535_bolly,father,male,son's future growth and success
p1536_bolly,father,male,maintaining family honor
p1537_bolly,father,male,son's future achievements
p1538_bolly,father,male,maintaining family honor
p1539_bolly,father,male,son's future achievements
p1540_bolly,father,male,maintaining family honor
p1541_bolly,father,male,son's future achievements
p1542_bolly,father,male,maintaining family honor
p1543_bolly,police department,,loyalty and honesty with Law
p1544_bolly,mother,female,son's dedication to justice
p1545_bolly,police department,,loyalty and honesty with Law
p1546_bolly,mother,female,son's dedication to justice
p1547_bolly,brothers,male,Enmity with Karan
p1548_bolly,woman,female,marrying a man like Karan
p1549_bolly,Karan,male,standing up against enemies
p1550_bolly,woman,female,marrying a man like Karan
p1551_bolly,minister,male,performance of Special Task Force
p1552_bolly,Mrs. Shanta Prasad Verma,female,son's achievements
p1553_bolly,,,
p1554_bolly,speaker,,love for the other person
p1555_bolly,speaker,,trust and support
p1556_bolly,speaker,,Trust and belief in innocence
p1557_bolly,,,
p1558_bolly,Black Cobra,,Michael's accomplishment
p1559_bolly,,,
p1560_bolly,men,male,power
p1561_bolly,men,male,power
p1562_bolly,speaker,,
p1563_bolly,Michawl,male,defeating enemies
p1564_bolly,commoners,,royalty's sexual exploits
p1565_bolly,son,male,
p1566_bolly,,,
p1567_bolly,Fakhar',male,
p1568_bolly,Britisher,male,
p1569_bolly,Ishar,male,freedom and individuality
p1570_bolly,British,,bravado
p1571_bolly,enemy,,destroy opponent's pride
p1572_bolly,speaker 2,,defending their pride
p1573_bolly,speaker,,conquest of forts
p1574_bolly,wife,female,husband's professional achievement
p1575_bolly,wife,female,husband's professional achievement
p1576_bolly,Anant,male,Inspector Shekhar's duty performance
p1577_bolly,recognized officer,,serving the country
p1578_bolly,friends,,being part of a friend's wedding
p1579_bolly,child,,father's achievement
p1580_bolly,speaker,,parents' courage
p1581_bolly,speaker,,parents' character
p1582_bolly,speaker,gender not explicit,Flavy's support
p1583_bolly,,,
p1584_bolly,father,male,
p1585_bolly,father,male,son's success
p1586_bolly,speaker,,brother's future success
p1587_bolly,father,male,son's righteous act
p1588_bolly,speaker,gender not specified,self-reliance
p1589_bolly,father,male,safeguarding father's principles
p1590_bolly,grandma,female,granddaughter's choice of partner
p1591_bolly,speaker,,Punjabi truck culture
p1592_bolly,Bahattar's father,male,son's marriage to a respectable family
p1593_bolly,speaker,,students' welcoming gesture
p1594_bolly,Maya,female,her strength
p1595_bolly,Maya,female,providing great service
p1596_bolly,,,
p1597_bolly,Ma,female,having a great husband
p1598_bolly,brother,male,
p1599_bolly,,,
p1600_bolly,Madam,female,Maharana Pratap's achievements
p1601_bolly,Kiran,female,long jump achievement
p1602_bolly,uncle,male,maintaining reputation
p1603_bolly,Dad,male,opening a banquet
p1604_bolly,,,
p1605_bolly,Prem Kumar,male,Acting with Prem Kumar without faltering
p1606_bolly,he,male,his own identity
p1607_bolly,Mr. Sahni,male,maintaining pride even in difficult situations
p1608_bolly,speaker,,maintaining self-respect
p1609_bolly,speaker,,having relatives
p1610_bolly,speaker,,
p1611_bolly,speaker,,having relatives
p1612_bolly,Khuda Bux,male,daughter's dignified life
p1613_bolly,daughter,female,father's sacrifices
p1614_bolly,,,
p1615_bolly,,,
p1616_bolly,Kunj,female,
p1617_bolly,girl,female,financial independence
p1618_bolly,Mr. Bausal,male,son's individuality and not following traditional path
p1619_bolly,Bausal,male,son's character and self-confidence
p1620_bolly,speaker,,collective achievement or identity
p1621_bolly,speaker,,collective achievement
p1622_bolly,Kia,female,supporting her husband
p1623_bolly,father,male,son's kick
p1624_bolly,speaker 1,gender not explicit,son's bravery
p1625_bolly,farmer,male,hard work and contribution to the land
p1626_bolly,speaker,,being a farmer
p1627_bolly,community,male,becoming intelligent
p1628_bolly,speaker,,being a farmer
p1629_bolly,Roma,female,owning a car
p1630_bolly,Agent 212,male,job performance
p1631_bolly,speaker,,owning Guggu
p1632_bolly,Lokesh,male,undisclosed achievement
p1633_bolly,speaker,,helping others
p1634_bolly,British India office,,Victory
p1635_bolly,Kisna,male,
p1636_bolly,speaker,,Kisna's love
p1637_bolly,British High Commission,,Kisna's actions
p1638_bolly,speaker,,Kisna's spiritual love
p1639_bolly,speaker,,maintaining family honor and respect
p1640_bolly,daughter,female,preserving family honor
p1641_bolly,daughter,female,preserving family honor
p1642_bolly,child,,maintaining family honor and respect
p1643_bolly,daughter,female,uphold family honor
p1644_bolly,daughter,female,preserving family honor
p1645_bolly,,,
p1646_bolly,majesty,male,friend's promotion
p1647_bolly,Ripudhaman,male,readiness for war
p1648_bolly,soldiers,male,liberating enslaved men
p1649_bolly,Rana Ranvijay,male,Saving soldiers and regaining war horses
p1650_bolly,nephew,male,becoming army's new commander-in-chief
p1651_bolly,,,
p1652_bolly,Mrs. Prabha Bharat Prasad,female,being perceived as honest by a dishonest person
p1653_bolly,,,
p1654_bolly,speaker,,Bihari speaking good English
p1655_bolly,master,male,being the last hope and honor
p1656_bolly,master,male,
p1657_bolly,speaker,male,subjugating wife
p1658_bolly,mother,male,uphold family honor
p1659_bolly,grandfather,male,grandson's potential to make the family proud worldwide
p1660_bolly,Chatur Singh,male,
p1661_bolly,mother,female,son's achievement
p1662_bolly,Pratap,male,protecting the country
p1663_bolly,Gangadhar,male,contribution to the hospital as a patient
p1664_bolly,speaker,,Dedication of story book
p1665_bolly,pal,male,becoming a mechanic
p1666_bolly,brothers,male,their manhood
p1667_bolly,brother,male,having a strong and selfless sister
p1668_bolly,brother,male,having a good sister
p1669_bolly,,,
p1670_bolly,grandfather,male,grandson's intelligence
p1671_bolly,Papa,male,
p1672_bolly,grandfather,male,grandson's intelligence
p1673_bolly,son,male,uphold Kshatriya's prestige
p1674_bolly,Tina,female,Anjali's good nature and resemblance to her
p1675_bolly,Anjali,female,being helpful and popular in college
p1676_bolly,speaker,,Anjali's good behavior
p1677_bolly,speaker,,being a problem solver
p1678_bolly,companion,male,having an actress as a companion
p1679_bolly,speaker,,
p1680_bolly,speaker,,beauty and success
p1681_bolly,speaker,,beauty and success
p1682_bolly,speaker,,beauty and success
p1683_bolly,speaker,,other's achievement
p1684_bolly,you,male,family's historical achievements
p1685_bolly,,,
p1686_bolly,uncle,male,winning a horse race
p1687_bolly,Thakur Balraj Singh,male,acceptance of son-in-law
p1688_bolly,Madhuban school,,being known as an ideal school
p1689_bolly,speaker,,Priya's achievements and ideals
p1690_bolly,speaker,,girl's accomplishment
p1691_bolly,speaker,female,acceptance of her despite her past
p1692_bolly,Ajay,male,Priya's humane nature and decision-making
p1693_bolly,speaker,,meeting an Indian with a good attitude
p1694_bolly,6609823,male,preserving culture
p1695_bolly,speaker,,child's achievement
p1696_bolly,Sid's parent,,Sid standing up on his feet
p1697_bolly,Sakru,male,son's independence
p1698_bolly,speaker,,performance of another person
p1699_bolly,speaker,male,work ethic
p1700_bolly,Miss Indian Culture,female,being Indian
p1701_bolly,Sunil,male,academic success
p1702_bolly,man,male,not losing
p1703_bolly,man,male,winning
p1704_bolly,speaker,male,providing for niece's marriage
p1705_bolly,,,
p1706_bolly,speaker,male,reminding of Indian culture
p1707_bolly,Raju Verma,male,being recognized as Sheetal Jethli's husband
p1708_bolly,,,
p1709_bolly,madam,female,
p1710_bolly,Sheetal Jethli,female,
p1711_bolly,speaker,,women of the house
p1712_bolly,brother,male,guidance leading to success
p1713_bolly,Harnam,male,making a deal with the SP
p1714_bolly,mom,female,family's bravery and legacy
p1715_bolly,boy,male,bravery/courage
p1716_bolly,speaker 1,,son's achievement
p1717_bolly,father,male,promising better housing
p1718_bolly,father,male,wealth
p1719_bolly,character 1,male,having a father who acknowledges him
p1720_bolly,Captain Russell,male,not withdrawing from a wager
p1721_bolly,Goli,male,
p1722_bolly,Captain Russell,male,not withdrawing from a wager
p1723_bolly,Goli,male,
p1724_bolly,Circuit,male,living truthfully
p1725_bolly,Jhanvi,female,staying by partner's side
p1726_bolly,Mr. D'Souza,male,son's financial independence
p1727_bolly,Bapu,male,living truthfully
p1728_bolly,Jhanvi,female,staying by partner's side
p1729_bolly,Mr. D'Souza,male,son's financial independence
p1730_bolly,Circuit,male,living truthfully
p1731_bolly,Jhanvi,female,staying by partner's side
p1732_bolly,Mr. D'Souza,male,son's financial independence
p1733_bolly,boy's family,,
p1734_bolly,Ravana,male,having a divine woman in his palace
p1735_bolly,,,
p1736_bolly,Mr. Anand,male,
p1737_bolly,speaker,,
p1738_bolly,speaker,,
p1739_bolly,college,,student's abilities and performance
p1740_bolly,woman,female,
p1741_bolly,father,male,son's bravery and service in battlefield
p1742_bolly,dad,male,son's bravery/courage
p1743_bolly,dad,male,successful mission
p1744_bolly,father,male,son's bravery and service in battlefield
p1745_bolly,dad,male,son's bravery/courage
p1746_bolly,dad,male,successful mission
p1747_bolly,Aunt,female,Reminding of her father
p1748_bolly,Aunt,female,Reminding of her father
p1749_bolly,Shetty's,,gold pleated sari
p1750_bolly,,,
p1751_bolly,speaker,,ability to sever ties
p1752_bolly,,,
p1753_bolly,<baby,female,hard work
p1754_bolly,speaker,,child's growth and achievements
p1755_bolly,Rupa,female,father's humbleness
p1756_bolly,father,male,son's academic achievement
p1757_bolly,storyteller,,completing the story
p1758_bolly,Papa,male,son's future success
p1759_bolly,Mother,Female,Winning a scholarship
p1760_bolly,speaker,,
p1761_bolly,speaker,,
p1762_bolly,Maclan,male,being a respectful & handsome groom
p1763_bolly,daddy,male,child's aspiration to become a chef
p1764_bolly,daddy,male,child's ambition to become a chef
p1765_bolly,father,male,multiple marriages
p1766_bolly,son,male,father's achievement
p1767_bolly,mother,male,saving people from hunger
p1768_bolly,mother,male,saving people from hunger
p1769_bolly,speaker,,true love
p1770_bolly,speaker 1,,
p1771_bolly,speaker,male,maintaining reputation
p1772_bolly,Shiv Purushottam Pandit,male,daughter's achievement
p1773_bolly,IG sir,male,
p1774_bolly,speaker,gender not explicit,
p1775_bolly,Jeet,male,
p1776_bolly,grandpa,male,
p1777_bolly,speaker,,Dhoni's sports achievement
p1778_bolly,speaker,male,Sports achievement
p1779_bolly,speaker,,Sports achievement
p1780_bolly,speaker,,watching someone's success
p1781_bolly,,,
p1782_bolly,Sir,male,leading a long-range party
p1783_bolly,speaker,,
p1784_bolly,second speaker,,
p1785_bolly,,,
p1786_bolly,,,
p1787_bolly,father,male,son's contribution to independence
p1788_bolly,dark clouds,,
p1789_bolly,Rai Saheb,male,grand daughter's proposal
p1790_bolly,,,
p1791_bolly,fiances union,male,standing against proud and arrogant girls
p1792_bolly,Sanju,male,
p1793_bolly,bhabhi,female,dying for a cause
p1794_bolly,Kelkar,male,fulfilling duty as a police officer
p1795_bolly,,,
p1796_bolly,Duryodhan,male,winning a game of dice
p1797_bolly,Duryodhan,male,his power and status as an emperor
p1798_bolly,speaker,male,bravery
p1799_bolly,sis,female,sibling's professional achievement
p1800_bolly,Mom,female,child's victory
p1801_bolly,mother,male,academic success
p1802_bolly,Krishna,male,
p1803_bolly,Shankar and Loy,male,Joining IPS and IAS
p1804_bolly,speaker,,dealing with a situation effectively
p1805_bolly,Singhal family,,having grandchildren
p1806_bolly,speaker,,Hotel Love Boat's success
p1807_bolly,speaker 2,,speaker 1's decision to move to Bombay
p1808_bolly,speaker 1,male,
p1809_bolly,speaker,,daughter
p1810_bolly,speaker,,making own identity
p1811_bolly,friend,male,
p1812_bolly,authority,,innovative ideas
p1813_bolly,speaker,male,daughter
p1814_bolly,speaker,,son's self-made identity
p1815_bolly,Major Jasbir Singh Rana,male,maintaining discipline and order
p1816_bolly,speaker,male,loyalty and dedication to country
p1817_bolly,leader,male,followers' resilience
p1818_bolly,,,
p1819_bolly,speaker,gender not explicit,being a Maharashtrian
p1820_bolly,character,male,proving oneself
p1821_bolly,,,
p1822_bolly,,,
p1823_bolly,jewelry shop owner,male,
p1824_bolly,first speaker,,being considered for important task
p1825_bolly,son,male,
p1826_bolly,brother,male,sister's marriage into a rich family
p1827_bolly,Lord Canning,male,ruling the territories of Hindoostan
p1828_bolly,Mr Lockwood,male,
p1829_bolly,mother,female,son's bravery
p1830_bolly,singer,,love
p1831_bolly,,,
p1832_bolly,speaker,,Victory and unification of India
p1833_bolly,,,
p1834_bolly,,,
p1835_bolly,mother,female,child's courage and honesty
p1836_bolly,dad,male,child's achievement
p1837_bolly,sister,female,self-confidence and strength
p1838_bolly,,,
p1839_bolly,speaker,,being loved
p1840_bolly,speaker,,language skills and socializing
p1841_bolly,studio host,,having a prominent industrialist in the studio
p1842_bolly,friend,male,true love
p1843_bolly,Mr. Praaprai Singhania,male,daughter's marriage to a famous person
p1844_bolly,unknown,unknown,unknown
p1845_bolly,Cousin Dyer,male,
p1846_bolly,speaker 1,,daughter's marriage
p1847_bolly,Ruby,female,
p1848_bolly,,,
p1849_bolly,Azad Singh,male,defiance and resilience
p1850_bolly,he,male,evading arrest
p1851_bolly,speaker,,maintaining self-respect and dignity
p1852_bolly,speaker,,self-respect and dignity
p1853_bolly,father,male,
p1854_bolly,Mary Kom,female,Sports achievement
p1855_bolly,speaker,,Victory
p1856_bolly,speaker,,Mary Kom's achievement
p1857_bolly,aunty,female,becoming a star
p1858_bolly,speaker,,Mallika's future success
p1859_bolly,Kachra,male,Becoming a father
p1860_bolly,,,
p1861_bolly,,,
p1862_bolly,,,
p1863_bolly,,,
p1864_bolly,,,
p1865_bolly,Nawab,male,being a renowned novelist
p1866_bolly,Nawab,male,Literary achievement
p1867_bolly,Nawab,male,being a successful novelist
p1868_bolly,publisher friend,male,Nawab's achievements in penmanship and novel writing
p1869_bolly,wife,female,husband's patriotism and daughter's obedience
p1870_bolly,wife,female,husband's patriotism and daughter's obedience
p1871_bolly,,,
p1872_bolly,Guru,male,breaking Ravi's pride
p1873_bolly,Ravi,male,
p1874_bolly,,,
p1875_bolly,,,
p1876_bolly,Joker,male,his performance
p1877_bolly,speaker,male,Rambabu's talent and work ethic
p1878_bolly,Rambabu,male,fame
p1879_bolly,<NA,,
p1880_bolly,,,
p1881_bolly,other states' people,,love for their land language people and country
p1882_bolly,brother,male,sister-in-law's film success
p1883_bolly,father,male,daughter's education
p1884_bolly,unknown,unknown,
p1885_bolly,Prakash,male,acceptance by the princess
p1886_bolly,speaker,,being saved/helped
p1887_bolly,speaker,,
p1888_bolly,,,
p1889_bolly,son,male,admiration for a real police officer
p1890_bolly,woman,female,physical strength
p1891_bolly,Manjit,female,cooking and academic skills
p1892_bolly,Runa,female,ability to attract men
p1893_bolly,Mother Superior,female,being a favourite
p1894_bolly,Deva,male,
p1895_bolly,Vikas,male,skill or action
p1896_bolly,uncle,male,starting a food truck business
p1897_bolly,speaker,,Trust in someone's abilities
p1898_bolly,Vijay,male,
p1899_bolly,son,male,maintaining Indian culture despite living abroad
p1900_bolly,master,male,servant's audacity to ask for his daughter's hand
p1901_bolly,Mr. Khan,male,providing refuge and love
p1902_bolly,,,
p1903_bolly,father,male,daughter's marriage
p1904_bolly,,,
p1905_bolly,speaker,male,realization of women's strength
p1906_bolly,institution head,male,running the institution with tradition honor and discipline
p1907_bolly,Narayan Shankar,male,shaping students into better men
p1908_bolly,Narayan Shankar,male,making his students stronger and better men
p1909_bolly,speaker,male,teaching students about love and life
p1910_bolly,<speaker,,
p1911_bolly,speaker,male,female strength and resilience
p1912_bolly,institution head,male,running the institution with tradition honour and discipline
p1913_bolly,Narayan Shankar,male,his influence on students
p1914_bolly,Narayan Shankar,male,making his students stronger and better men
p1915_bolly,speaker,male,teaching students about love and life
p1916_bolly,Aunt Bima,female,
p1917_bolly,Vishal,male,Amar's righteousness and dedication to duty
p1918_bolly,speaker,male,receiving affection from a beautiful girl
p1919_bolly,Prasaadam,male,teaching well
p1920_bolly,daughter's husband,male,marrying the speaker's daughter
p1921_bolly,speaker,,Upholding country's pride and being an example for youth
p1922_bolly,Uncle Nehru,male,serving the nation
p1923_bolly,,,
p1924_bolly,papa,male,child's aspiration to be like him
p1925_bolly,Vikram,male,his knowledge and power
p1926_bolly,Vikram,male,his knowledge and power
p1927_bolly,speaker,male,self-confidence and independence
p1928_bolly,speaker,male,self-confidence and independence
p1929_bolly,speaker,male,self-confidence and independence
p1930_bolly,character,male,being a man
p1931_bolly,character,male,being a man
p1932_bolly,Sanjana,female,being a woman
p1933_bolly,woman,female,being a woman
p1934_bolly,woman,female,being a woman
p1935_bolly,speaker,female,being a woman
p1936_bolly,woman,female,her own attributes and contribution to history
p1937_bolly,character,female,being a woman
p1938_bolly,Mr Charlatan,male,being related to the other person
p1939_bolly,speaker,male,
p1940_bolly,Maharani Jodhabai,female,being the Crown Prince of the Sultanate
p1941_bolly,The Emperor,male,equating a slave girl to the pride of Mughals
p1942_bolly,speaker,,
p1943_bolly,speaker,gender not explicit,loving the other person
p1944_bolly,speaker,male,loving Pooja
p1945_bolly,,,
p1946_bolly,Papa,male,child's achievement
p1947_bolly,,,
p1948_bolly,Sameer,male,finding the lost dog
p1949_bolly,,,
p1950_bolly,,,
p1951_bolly,,,
p1952_bolly,,,
p1953_bolly,speaker,,professional achievement
p1954_bolly,grandpa,male,grandson's achievement
p1955_bolly,driver,male,
p1956_bolly,,,
p1957_bolly,mother,female,
p1958_bolly,speaker,male,promise to friend
p1959_bolly,parents,,child's achievements
p1960_bolly,parents,,child's achievements
p1961_bolly,parents,,child's achievements
p1962_bolly,,,
p1963_bolly,Circuit,male,being part of a prestigious institution
p1964_bolly,father,male,child's popularity
p1965_bolly,Satyaprakash,male,saving a life
p1966_bolly,Mr. Satyaprakash,male,saving life
p1967_bolly,father,male,son's sacrifice for honesty and loyalty
p1968_bolly,,,
p1969_bolly,speaker,,Belief in speaker's art
p1970_bolly,Anita Rosaria Kapoor,female,Portuguese connection
p1971_bolly,speaker,,good upbringing
p1972_bolly,,,
p1973_bolly,speaker,male,son's achievement
p1974_bolly,speaker,gender not specified,honesty and dignity
p1975_bolly,speaker,gender not specified,personal honesty and dignity
p1976_bolly,Zoravar,male,humiliating him
p1977_bolly,son,male,being the son of his father
p1978_bolly,<speaker,,working in anonymity
p1979_bolly,speaker,,fight against injustice
p1980_bolly,,,
p1981_bolly,mother,female,maintaining family lineage and honor
p1982_bolly,,,
p1983_bolly,,,
p1984_bolly,,,
p1985_bolly,speaker,male,marrying within the family
p1986_bolly,friend,male,friend's professional success
p1987_bolly,grandfather,male,grandson's success and making a name for himself
p1988_bolly,guy,male,marrying a specific woman
p1989_bolly,friend,,personal growth and learning
p1990_bolly,friend,male,started studying and being responsible
p1991_bolly,speaker,,Friend's personal growth and desire to learn
p1992_bolly,friend,male,becoming responsible and studying
p1993_bolly,officer,male,receiving a medal
p1994_bolly,man,male,making city proud
p1995_bolly,doctor,,profession
p1996_bolly,half dead boy,male,physical strength
p1997_bolly,<NA,,
p1998_bolly,goons,male,power and violence
p1999_bolly,speaker,,standing against tyranny
p2000_bolly,speaker,male,resilience and strength of his mansion
p2001_bolly,speaker,,killing Narsimha
p2002_bolly,,,
p2003_bolly,Asha,female,Vicky's actions
p2004_bolly,She,female,her looks
p2005_bolly,father,male,son's honesty
p2006_bolly,mother,male,shedding blood for a good cause
p2007_bolly,Raju,male,
p2008_bolly,speaker,male,
p2009_bolly,,,
p2010_bolly,father,male,daughter's service to a great person
p2011_bolly,speaker,male,daughter's service to a great human being
p2012_bolly,owner,male,owning unique shoes
p2013_bolly,man,male,financial gain
p2014_bolly,Harpreet,male,horse's achievements
p2015_bolly,Harpreet,male,Horse's achievements
p2016_bolly,Chitrasen,male,
p2017_bolly,Daddy,male,
p2018_bolly,mother,female,daughter's bravery and sacrifice
p2019_bolly,mother,female,daughter's bravery and sacrifice
p2020_bolly,brother,male,clever plan
p2021_bolly,brother,male,driving skill
p2022_bolly,speaker,male,earning money
p2023_bolly,Nambiar,male,
p2024_bolly,C.O.C. Of the Indian National Army,male,formation of Indian National Army for India's freedom
p2025_bolly,Rasbihari Bose,male,Subhas's leadership
p2026_bolly,speaker,,making India free
p2027_bolly,speaker,,bravery of soldiers
p2028_bolly,speaker,,bravery
p2029_bolly,Nabi,male,assigned sentry duty
p2030_bolly,Apeksha,female,scoring zero in exams
p2031_bolly,,,
p2032_bolly,man,male,self-reliance
p2033_bolly,Romeo,male,
p2034_bolly,Romeo,male,
p2035_bolly,police,,solving a case
p2036_bolly,brother,male,personal improvement
p2037_bolly,character,male,making his brother proud
p2038_bolly,Pushpa,female,being an Indian bride
p2039_bolly,Mr. Ramesh,male,being an Indian bride
p2040_bolly,father,male,son's improvement
p2041_bolly,woman,female,wearing vermillion
p2042_bolly,bride,female,being an Indian bride
p2043_bolly,bride,female,being an Indian bride
p2044_bolly,Mikey,male,
p2045_bolly,bride,female,being an Indian bride
p2046_bolly,,,
p2047_bolly,Om,male,teaching a lesson about humanity
p2048_bolly,Pushpa,female,wearing vermillion as an Indian bride
p2049_bolly,Mr. Ramesh,male,being an Indian bride
p2050_bolly,father,male,son's improvement
p2051_bolly,woman,female,wearing vermillion
p2052_bolly,bride,female,being an Indian bride
p2053_bolly,bride,female,being an Indian bride
p2054_bolly,Mikey,male,receiving a gift from God
p2055_bolly,bride,female,being an Indian bride
p2056_bolly,Pushpa,female,wearing vermillion as an Indian bride
p2057_bolly,Mr. Ramesh,male,wearing vermillion as an Indian bride
p2058_bolly,father,male,son's improvement
p2059_bolly,woman,female,wearing vermillion
p2060_bolly,bride,female,being an Indian bride
p2061_bolly,bride,female,being an Indian bride
p2062_bolly,Mikey,male,
p2063_bolly,bride,female,being an Indian bride
p2064_bolly,She,female,
p2065_bolly,father,male,child's writing ability
p2066_bolly,speaker,,operation success
p2067_bolly,Wook,male,resilience and strength in adversity
p2068_bolly,sir,male,becoming a father
p2069_bolly,speaker,gender not explicit,brother's upbringing
p2070_bolly,Arjun,male,capturing a large consignment of automatic weapons
p2071_bolly,,,
p2072_bolly,Shiva,male,Martyrdom of a soldier
p2073_bolly,Chief Bansarilal Bismil,male,Veer's achievements or actions
p2074_bolly,speaker,,preserving family heritage
p2075_bolly,speaker,,spouse's martyrdom
p2076_bolly,,,
p2077_bolly,speaker 1,,hurting the pride of enemies
p2078_bolly,<speaker,,
p2079_bolly,,,
p2080_bolly,,,
p2081_bolly,grandma,female,
p2082_bolly,cop uncle,male,
p2083_bolly,,,
p2084_bolly,,,
p2085_bolly,,,
p2086_bolly,police force,,
p2087_bolly,,,
p2088_bolly,,,
p2089_bolly,,,
p2090_bolly,parents,,their children's unconditional love
p2091_bolly,father,male,son defending wife's honor
p2092_bolly,British enemy,male,bravery of the boy
p2093_bolly,son,male,
p2094_bolly,,,
p2095_bolly,second speaker,,winning a game
p2096_bolly,speaker 1,,Manipulating speaker 2's feelings
p2097_bolly,Mohan,male,making prisoners self-reliant
p2098_bolly,,,
p2099_bolly,Gautam Reddy,male,having a brother as a politician
p2100_bolly,son,male,getting his first job
p2101_bolly,,,
p2102_bolly,darling,,
p2103_bolly,speaker,male,maintaining peace and security
p2104_bolly,,,
p2105_bolly,speaker,male,power and control
p2106_bolly,character,male,political power and influence
p2107_bolly,Gaurav,male,owning something not explicitly mentioned)
p2108_bolly,Vishnu Sir,male,Chris's appointment as choreographer
p2109_bolly,speaker,,hosting a successful event
p2110_bolly,speaker,male,being an Indian
p2111_bolly,speaker,,international achievement
p2112_bolly,speaker,,Team Indian Stunners' victory
p2113_bolly,Indian Stunners,,Winning a competition
p2114_bolly,Jyothi,female,wealth
p2115_bolly,,,
p2116_bolly,son,male,father's sports achievement
